sr_no,name,unit_no,company,sector,age_yr,gcv_kcal_per_kg,gcv_range,fuel,capacity_mw,ef_t_per_mwh,plf_pct,shr_kcal_per_kwh,efficiency_pct,aux_pct,net_gen_gwh,co2_mt,coal_grade,coal_source,fuel_price_rs_per_gcal,fuel_price_basis,vc_fuel_rs_per_kwh,variable_cost_rs_per_kwh,grid_region,ecr_rs_per_kwh,variable_cost_final,vc_source
176.0,Vindh_Chal Stps,6.0,NTPC,Centre,33.5,3699.6,"(3500, 4000)",Coal,210.0,1.0,89.4,2626.0,32.7,8.5,1645.0,1.64,G13,domestic,657.9441020650881,CIL_pithead_FY2022-23+levies+freight,1.7277612120229215,1.9277612120229213,Unallocated,1.633,1.633,published_ECR
180.0,Santaldih,5.0,WBPDC,State,16.7,3402.2,"(3000, 3500)",Coal,250.0,1.0,89.4,2627.3,32.7,8.1,1958.4,1.95,G13,domestic,715.457645053201,CIL_pithead_FY2022-23+levies+freight,1.879721870848275,2.079721870848275,ER,1.9497,1.9497,published_ECR
229.0,Bakreswar,2.0,WBPDC,State,24.2,4253.0,"(4000, 4500)",Coal,210.0,1.03,89.4,2714.7,31.7,8.5,1645.0,1.69,G11,domestic,610.9452151422527,CIL_pithead_FY2022-23+levies+freight,1.6585329755466731,1.858532975546673,ER,1.829,1.829,published_ECR
101.0,Korba Stps,2.0,NTPC,Centre,40.8,3404.0,"(3000, 3500)",Coal,200.0,0.97,89.5,2549.9,33.7,8.3,1567.5,1.52,G13,domestic,715.0793184488837,CIL_pithead_FY2022-23+levies+freight,1.8233807541128084,2.0233807541128086,Unallocated,1.612,1.612,published_ECR
106.0,Rihand,3.0,NTPC,Centre,19.5,3940.8,"(3500, 4000)",Coal,500.0,0.97,89.6,2553.8,33.7,5.7,3925.3,3.8,G12,domestic,638.5099472188389,CIL_pithead_FY2022-23+levies+freight,1.630626703207471,1.830626703207471,Unallocated,1.754,1.754,published_ECR
107.0,Rihand,4.0,NTPC,Centre,18.9,3938.2,"(3500, 4000)",Coal,500.0,0.97,89.7,2554.6,33.7,5.6,3927.3,3.81,G12,domestic,638.9314915443605,CIL_pithead_FY2022-23+levies+freight,1.6322143882992233,1.8322143882992232,Unallocated,1.754,1.754,published_ECR
92.0,Rihand,5.0,NTPC,Centre,12.2,3937.4,"(3500, 4000)",Coal,500.0,0.96,89.8,2543.6,33.8,5.3,3931.8,3.79,G12,domestic,639.0613094935745,CIL_pithead_FY2022-23+levies+freight,1.625516346827856,1.825516346827856,Unallocated,1.754,1.754,published_ECR
67.0,Talcher Stps,4.0,NTPC,Centre,20.8,3368.1,"(3000, 3500)",Coal,500.0,0.95,89.9,2511.6,34.2,5.5,3939.0,3.75,G14,domestic,698.3224963629347,CIL_pithead_FY2022-23+levies+freight,1.7539067818651468,1.9539067818651468,Unallocated,1.987,1.987,published_ECR
34.0,Vindh_Chal Stps,12.0,NTPC,Centre,11.4,3696.5,"(3500, 4000)",Coal,500.0,0.94,90.5,2472.1,34.8,5.4,3964.2,3.72,G13,domestic,658.4958744758555,CIL_pithead_FY2022-23+levies+freight,1.6278676512917625,1.8278676512917624,Unallocated,1.633,1.633,published_ECR
66.0,Korba Stps,5.0,NTPC,Centre,36.4,3404.0,"(3000, 3500)",Coal,500.0,0.95,90.7,2506.8,34.3,5.6,3972.4,3.78,G13,domestic,715.0793184488837,CIL_pithead_FY2022-23+levies+freight,1.7925608354876617,1.9925608354876616,Unallocated,1.612,1.612,published_ECR
237.0,Bhadradri TPP,1.0,TSGENCO,State,4.2,3450.0,"(3000, 3500)",Coal,270.0,1.04,91.1,2696.1,31.9,9.1,2155.0,2.23,G13,domestic,705.5449275362319,CIL_pithead_FY2022-23+levies+freight,1.9022196791304344,2.1022196791304344,SR,,2.1022196791304344,modelled
32.0,Vindh_Chal Stps,11.0,NTPC,Centre,12.1,3698.2,"(3500, 4000)",Coal,500.0,0.94,91.2,2470.7,34.8,5.5,3996.1,3.75,G13,domestic,658.1931750581364,CIL_pithead_FY2022-23+levies+freight,1.6261978776161374,1.8261978776161372,Unallocated,1.633,1.633,published_ECR
